NameofSatellite	Country	Owner	Users	Purpose	ClassofOrbit	Perigeekm	Apogeekm	Eccentricity	Inclinationdegrees	Radius	Periodminutes	LaunchMass	DateofLaunch	ExpectedLifetime	LaunchSite	LaunchVehicle	major	minor	focus	theta	x	y	cx	cy	r
Intelsat 907 	USA	"Intelsat, S.A.,USA"	Commercial	Communications	GEO	35770	35803	0.000391	0.02	0.4685000	1436.100	4685.00	15/02/2003	13 yrs.	Guiana Space Center	Ariane 44L	35786.50000	35786.49726	13.99253	0	35786.5	0	13.99253	0	35786.5
Intelsat APR-2 (INSAT 2E)	India	"Intelsat, S.A.,USA"	Commercial	Communications	GEO	35769	35804	0.000415	0.18	0.2550000	1436.110	2550.00	03/04/1999	12 yrs.	Xichang Satellite Launch Center	Long March CZ3B	35786.50000	35786.49692	14.85141	0	35786.5	0	14.85141	0	35786.5
Intelsat New Dawn (Intelsat 28)	NR	"Intelsat, S.A.,USA"	Commercial	Communications	GEO	35800	35892	0.00109	0.05	0.3000000	1439.150	3000.00	22/04/2011	15 yrs.	Guiana Space Center	Ariane 5	35846.00000	35845.97871	39.07214	0	35846	0	39.07214	0	35846
International Space Station (ISS [first element Zarya])	USA	"National Aeronautics and Space Administration (NASA)/Multinational,Multinational"	Government	Space Science	LEO	401	422	0.00155	51.6	0.3000000	92.800	3000.00	20/11/1998	30+ yrs.	Baikonur Cosmodrome	Proton	411.50000	411.49951	0.63783	0	411.5	0	0.63783	0	411.5
Interstellar Boundary EXplorer (IBEX)	USA	"National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,USA"	Government	Space Science	Elliptical	62200	268679	0.601	15.2	0.0462000	11520.000	462.00	19/10/2008	null	Kwajalein Island	Pegasus XL	165439.50000	132227.35870	99429.1395	0	165439.5	0	99429.1395	0	165439.5
Iridium 10 (Iridium SV010)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	18/06/1997	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 11A (Iridium SV088)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	19/12/1998	8 yrs.	Taiyuan Launch Center	Long March 2C	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 12 (Iridium SV012)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	18/06/1997	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 13 (Iridium SV013)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	18/06/1997	8 yrs.	Baikonur Cosmodrome	Proton K	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 14A (Iridium SV092)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	708	711	0.000212	86.5	0.0689000	99.000	689.00	11/06/1999	8 yrs.	Taiyuan Launch Center	Long March 2C	709.50000	709.49998	0.15041	0	709.5	0	0.15041	0	709.5
Iridium 15 (Iridium SV015)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	09/07/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 18 (Iridium SV018)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	09/07/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 19 (Iridium SV019)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	27/09/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 20A (Iridium SVO89)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	19/12/1998	8 yrs.	Taiyuan Launch Center	Long March 2C	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 21A (Iridium SVO93)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	775	780	0.00035	86.4	0.0689000	100.400	689.00	11/06/1999	8 yrs.	Taiyuan Launch Center	Long March 2C	777.50000	777.49995	0.27213	0	777.5	0	0.27213	0	777.5
Iridium 22 (Iridium SV022)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	21/08/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 23 (Iridium SV023)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	21/08/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 25 (Iridium SV025)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	21/08/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 3 (Iridium SV078)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	19/08/1998	8 yrs.	Taiyuan Launch Center	Long March 2C	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 31 (Iridium SVO31)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	14/09/1997	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 32 (Iridium  SV032)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	14/09/1997	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 34 (Iridium SV034)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	27/09/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 35 (Iridium SV035)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	27/09/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 37 (Iridium SV037)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	27/09/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 41 (Iridium SV041)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	09/11/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 45 (Iridium SV045)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	20/12/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 46 (Iridium SV046)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	21/08/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 47 (Iridium SV047)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	20/12/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 49 (Iridium SV049)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	20/12/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 5 (Iridium SV005)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	05/05/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 50 (Iridium SV050)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	18/02/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 51 (Iridium SV 051)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	25/03/1998	8 yrs.	Taiyuan Launch Center	Long March 2C	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 52 (Iridium SV052)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	18/02/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 53 (Iridium SV053)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	18/02/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 54 (Iridium SV054)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	18/02/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 55 (Iridium SV055)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	30/03/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 56 (Iridium SV056)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	18/02/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 58 (Iridium SV058)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	30/03/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 59 (Iridium SV059)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	30/03/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 6 (Iridium SV006)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	06/05/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 60 (Iridium SV060)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	30/03/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 61 (Iridium SV061)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	25/03/1998	8 yrs.	Taiyuan Launch Center	Long March 2C	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 62 (Iridium SV062)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	07/04/1998	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 64 (Iridium SV064)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	07/04/1998	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 65 (Iridium SV065)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	07/04/1998	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 66 (Iridium SV066)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	07/04/1998	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 67 (Iridium SV067)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	07/04/1998	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 68 (Iridium SV068)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	07/04/1998	8 yrs.	Baikonur Cosmodrome	Proton K	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 7 (Iridium SV007)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	05/05/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 70 (Iridium SV070)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.3	0.0689000	100.400	689.00	17/05/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 72 (Iridium SV072)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	17/05/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 74 (Iridium SV074)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	747	751	0.000281	86.5	0.0689000	99.800	689.00	17/05/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	749.00000	748.99997	0.21047	0	749	0	0.21047	0	749
Iridium 75 (Iridium SV075)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	17/05/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 76 (Iridium SV076)	China	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	19/08/1998	8 yrs.	Taiyuan Launch Center	Long March 2C	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 77 (Iridium SV077)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	08/09/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 8 (Iridium SV008)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	05/05/1997	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 80 (Iridium SV080)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	08/09/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 81 (Iridium SV081)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	08/09/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 83 (Iridium SV083)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	06/11/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 84 (Iridium SV084)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	06/11/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 86 (Iridium SV086)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	780	0.00028	86.4	0.0689000	100.400	689.00	06/11/1998	8 yrs.	Vandenberg AFB	Delta 2 7920	778.00000	777.99997	0.21784	0	778	0	0.21784	0	778
Iridium 90 (Iridium SV090)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	777	778	0.00007	86.4	0.0689000	100.400	689.00	11/02/2002	8 yrs.	Vandenberg AFB	Delta 2	777.50000	777.50000	0.05443	0	777.5	0	0.05443	0	777.5
Iridium 91 (Iridium SV091)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	744	753	0.000632	86.4	0.0689000	99.800	689.00	11/02/2002	8 yrs.	Vandenberg AFB	Delta 2	748.50000	748.49985	0.47305	0	748.5	0	0.47305	0	748.5
Iridium 94 (Iridium SV094)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	773	782	0.00063	86.4	0.0689000	100.400	689.00	11/02/2002	8 yrs.	Vandenberg AFB	Delta 2	777.50000	777.49985	0.48983	0	777.5	0	0.48983	0	777.5
Iridium 95 (Iridium SV095)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	776	779	0.00021	86.4	0.0689000	100.400	689.00	11/02/2002	8 yrs.	Vandenberg AFB	Delta 2	777.50000	777.49998	0.16328	0	777.5	0	0.16328	0	777.5
Iridium 96 (Iridium SV096)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	745	754	0.000632	87.2	0.0689000	99.800	689.00	11/02/2002	8 yrs.	Vandenberg AFB	Delta 2	749.50000	749.49985	0.47368	0	749.5	0	0.47368	0	749.5
Iridium 97 (Iridium SV097)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	777	778	0.00007	86.4	0.0689000	100.400	689.00	20/06/2002	8 yrs.	Plesetsk Cosmodrome	Rokot/BrizKM	777.50000	777.50000	0.05443	0	777.5	0	0.05443	0	777.5
Iridium 98 (Iridium SV098)	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	748	750	0.00014	86.4	0.0689000	99.800	689.00	20/06/2002	8 yrs.	Plesetsk Cosmodrome	Rokot/BrizKM	749.00000	748.99999	0.10486	0	749	0	0.10486	0	749
Iridium Next SV 102	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	609	621	0.000859	86.6	0.0860000	97.000	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.00000	614.99977	0.52828	0	615	0	0.52828	0	615
Iridium Next SV 103	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	610	623	0.00093	86.6	0.0860000	97.000	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	616.50000	616.49973	0.57335	0	616.5	0	0.57335	0	616.5
Iridium Next SV 104	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	622	0.001	86.6	0.0860000	96.900	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.00000	614.99969	0.615	0	615	0	0.615	0	615
Iridium Next SV 105	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	622	0.001	86.6	0.0860000	97.000	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.00000	614.99969	0.615	0	615	0	0.615	0	615
Iridium Next SV 106	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	701	704	0.000212	86.5	0.0860000	98.800	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	702.50000	702.49998	0.14893	0	702.5	0	0.14893	0	702.5
Iridium Next SV 108	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	622	0.001	86.6	0.0860000	96.900	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.00000	614.99969	0.615	0	615	0	0.615	0	615
Iridium Next SV 109	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	610	622	0.000859	86.6	0.0860000	97.000	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	616.00000	615.99977	0.52914	0	616	0	0.52914	0	616
Iridium Next SV 111	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	607	622	0.00107	86.6	0.0860000	96.900	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	614.50000	614.49965	0.65751	0	614.5	0	0.65751	0	614.5
Iridium Next SV 112	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	607	622	0.00107	86.6	0.0860000	96.900	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	614.50000	614.49965	0.65751	0	614.5	0	0.65751	0	614.5
Iridium Next SV 113	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	607	624	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.50000	615.49954	0.75091	0	615.5	0	0.75091	0	615.5
Iridium Next SV 114	USA	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	622	0.001	86.6	0.0860000	96.900	860.00	14/01/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.00000	614.99969	0.615	0	615	0	0.615	0	615
Iridium Next SV 115	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	606	623	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	614.50000	614.49954	0.74969	0	614.5	0	0.74969	0	614.5
Iridium Next SV 117	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	606	623	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	614.50000	614.49954	0.74969	0	614.5	0	0.74969	0	614.5
Iridium Next SV 118	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	625	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	616.50000	616.49954	0.75213	0	616.5	0	0.75213	0	616.5
Iridium Next SV 120	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	607	624	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.50000	615.49954	0.75091	0	615.5	0	0.75091	0	615.5
Iridium Next SV 121	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	625	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	616.50000	616.49954	0.75213	0	616.5	0	0.75213	0	616.5
Iridium Next SV 123	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	607	624	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	615.50000	615.49954	0.75091	0	615.5	0	0.75091	0	615.5
Iridium Next SV 124	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	608	625	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	616.50000	616.49954	0.75213	0	616.5	0	0.75213	0	616.5
Iridium Next SV 126	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	606	623	0.00122	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	614.50000	614.49954	0.74969	0	614.5	0	0.74969	0	614.5
Iridium Next SV 128	NR (10/17)	"Iridium Communications, Inc.,USA"	Government/Commercial	Communications	LEO	609	625	0.00114	86.6	0.0860000	97.000	860.00	25/06/2017	15 yrs.	Vandenberg AFB	Falcon 9	617.00000	616.99960	0.70338	0	617	0	0.70338	0	617
IRIS (Interface Region Imaging Spectrometer)	USA	"National Aeronautics and Space Administration (NASA),USA"	Government	Space Science	LEO	620	664	0.00314	97.9	0.0236000	97.500	236.00	28/06/2013	2 yrs.	Vandenberg AFB	L1011	642.00000	641.99684	2.01588	0	642	0	2.01588	0	642
IRNSS-1A (Indian Regional Navigation Satellite System)	India	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35712	35872	0.0019	27.1	0.1425000	1436.000	1425.00	01/07/2013	12 yrs.	Satish Dhawan Space Centre	PSLV	35792.00000	35791.93540	68.0048	0	35792	0	68.0048	0	35792
IRNSS-1B (Indian Regional Navigation Satellite System)	India	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35695	35880	0.00219	30.97	0.1432000	1436.140	1432.00	04/04/2014	12 yrs.	Satish Dhawan Space Centre	PSLV	35787.50000	35787.41418	78.37463	0	35787.5	0	78.37463	0	35787.5
IRNSS-1C (Indian Regional Navigation Satellite System)	NR	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35690	35871	0.00215	4.96	0.1425000	1435.800	1425.00	15/10/2014	12 yrs.	Satish Dhawan Space Centre	PSLV-XL	35780.50000	35780.41730	76.92808	0	35780.5	0	76.92808	0	35780.5
IRNSS-1D (Indian Regional Navigation Satellite System)	NR	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35699	35834	0.0016	30.04	0.1425000	1435.060	1425.00	30/03/2015	12 yrs.	Satish Dhawan Space Centre	PSLV-C27	35766.50000	35766.45422	57.2264	0	35766.5	0	57.2264	0	35766.5
IRNSS-1E (Indian Regional Navigation Satellite System)	NR	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35695	35874	0.00212	28.09	0.1425000	1436.010	1425.00	20/01/2016	12 yrs.	Satish Dhawan Space Centre	PSLV-XL	35784.50000	35784.41958	75.86314	0	35784.5	0	75.86314	0	35784.5
