NameofSatellite	Country	Owner	Users	Purpose	ClassofOrbit	Perigeekm	Apogeekm	Eccentricity	Inclinationdegrees	Radius	Periodminutes	LaunchMass	DateofLaunch	ExpectedLifetime	LaunchSite	LaunchVehicle	major	minor	focus	theta	x	y	cx	cy	r
IRNSS-1F (Indian Regional Navigation Satellite System)	NR (12/16)	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35700	35874	0.00206	5.09	0.1425000	1436.130	1425.00	10/03/2016	12 yrs.	Satish Dhawan Space Centre	PSLV-XL	35787.00000	35786.92407	73.72122	0	35787	0	73.72122	0	35787
IRNSS-1G (Indian Regional Navigation Satellite System)	NR (12/16)	"Indian Space Research Organization (ISRO),India"	Government	Navigation/Regional Positioning	GEO	35774	35797	0.000273	5.06	0.1425000	1436.050	1425.00	28/04/2016	12 yrs.	Satish Dhawan Space Centre	PSLV	35785.50000	35785.49867	9.76945	0	35785.5	0	9.76945	0	35785.5
IRS-P6 (Resourcesat-1) 	India	"Indian Space Research Organization (ISRO),India"	Government	Earth Observation	LEO	817	823	0.000417	98.8	0.1360000	101.300	1360.00	17/10/2003	5 yrs.	Satish Dhawan Space Centre	PSLV C5	820.00000	819.99993	0.34194	0	820	0	0.34194	0	820
ITF-2 (Tsukuba Oscar 89)	NR (1/17)	"University of Tsukuba,Japan"	Civil	Communications	LEO	397	408	0.000812	51.6	0.0001000	92.600	1.00	16/01/2017	null	International Space Station	J-SSOD Deployer	402.50000	402.49987	0.32683	0	402.5	0	0.32683	0	402.5
ITU-pSAT1 (Istanbul Technical University Picosat-1)	NR	"ITU Space Systems Design & Test Laboratory,Turkey"	Civil	Technology Development	LEO	710	721	0.000776	98.4	0.0001000	99.100	1.00	23/09/2009	1 yr.	Satish Dhawan Space Centre	PSLV	715.50000	715.49978	0.55523	0	715.5	0	0.55523	0	715.5
Jason 2 	France	"National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,USA/France"	Government	Earth Observation	LEO	1332	1344	0.000778	66	0.0553000	112.400	553.00	20/06/2008	5 yrs.	Vandenberg AFB	Delta 2	1338.00000	1337.99960	1.04096	0	1338	0	1.04096	0	1338
Jason 3	NR (12/16)	"National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,USA/France"	Government	Earth Observation	LEO	1301	1324	0.0015	66	0.0553000	111.800	553.00	17/01/2016	5 yrs.	Vandenberg AFB	Falcon 9	1312.50000	1312.49852	1.96875	0	1312.5	0	1.96875	0	1312.5
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)"	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35772	35801	0.000344	1.19	0.4400000	1436.100	4400.00	11/08/2006	15 yrs.	Guiana Space Center	Ariane 5	35786.50000	35786.49788	12.31057	0	35786.5	0	12.31057	0	35786.5
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)"	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35784	35789	0.0000593	0.01	0.3531000	1436.110	3531.00	07/10/2000	15 yrs.	Guiana Space Center	Ariane 44L	35786.50000	35786.49994	2.12212	0	35786.5	0	2.12212	0	35786.5
JCSat 13 (Japan Communications Satellite 13)	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35780	35791	0.00013	0.05	0.4500000	1436.030	4500.00	15/05/2012	15 yrs.	Guiana Space Center	Ariane 5 ECA	35785.50000	35785.49970	4.65213	0	35785.5	0	4.65213	0	35785.5
"JCSat 14 (JCSat 2B, Japan Communications Satellite 14)"	NR (12/16)	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35861	35924	0.000745	0.02	0.4500000	1441.500	4500.00	06/05/2016	15 yrs.	Cape Canaveral	Falcon 9	35892.50000	35892.49004	26.73991	0	35892.5	0	26.73991	0	35892.5
JCSat 15	NR (1/17)	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35721	35774	0.000629	0	0.3400000	1434.100	3400.00	21/12/2016	15 yrs.	Guiana Space Center	Ariane 5	35747.50000	35747.49293	22.48518	0	35747.5	0	22.48518	0	35747.5
JCSat 16 	NR (12/16)	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35786	35801	0.000178	0	0.4500000	1436.010	4500.00	14/08/2016	15 yrs.	Cape Canaveral	Falcon 9	35793.50000	35793.49943	6.37124	0	35793.5	0	6.37124	0	35793.5
JCSat 1B (JCSAT 5)	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35778	35794	0.00019	0.01	0.2982000	1436.090	2982.00	02/12/1997	12 yrs.	Guiana Space Center	Ariane 4	35786.00000	35785.99935	6.79935	0	35786	0	6.79935	0	35786
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)"	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35788	35794	0.0000712	0.01	0.2500000	1436.100	2500.00	29/03/2002	11 yrs.	Guiana Space Center	Ariane 44L	35791.00000	35790.99991	2.54832	0	35791	0	2.54832	0	35791
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)"	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	33782	37768	0.0473	0.07	0.2900000	1435.520	2900.00	15/02/1999	14.5 yrs.	Cape Canaveral	Atlas 2AS	35775.00000	35734.95807	1692.1575	0	35775	0	1692.1575	0	35775
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)"	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35776	35797	0.000249	0.01	0.4400000	1436.100	4400.00	12/04/2006	12 yrs.	Sea Launch Odyssey	Zenit 3SL	35786.50000	35786.49889	8.91084	0	35786.5	0	8.91084	0	35786.5
"JCSat RA (JCSat 12, Japan Communications Satellite 12)"	Japan	"Sky Perfect JSAT Corporation,Japan"	Commercial	Communications	GEO	35780	35794	0.000166	0.04	0.4000000	1436.120	4000.00	21/08/2009	15 yrs.	Guiana Space Center	Ariane 5	35787.00000	35786.99951	5.94062	0	35787	0	5.94062	0	35787
Jilin 1-3 (Lingqiao 3)	NR (9/17)	"Changchun Institute of Optics,China"	Commercial	Earth Observation	LEO	531	544	0.000941	95.4	0.0400000	97.540	400.00	09/01/2017	null	Jiuquan Satellite Launch Center	Kuaizhou	537.50000	537.49976	0.50579	0	537.5	0	0.50579	0	537.5
"Jilin 1-A (Lingqiao Satellite, LQSat)"	NR	"Changchun Institute of Optics,China"	Commercial	Earth Observation	LEO	640	663	0.00164	98.04	0.0055000	97.770	55.00	07/10/2015	null	Jiuquan Satellite Launch Center	Long March 2D	651.50000	651.49912	1.06846	0	651.5	0	1.06846	0	651.5
"Jilin-1 (Lingqiao-A, Lingqiao Video A)"	NR	"Changchun Institute of Optics,China"	Commercial	Earth Observation	LEO	639	664	0.00178	98.04	0.0095000	97.750	95.00	07/10/2015	null	Jiuquan Satellite Launch Center	Long March 2D	651.50000	651.49897	1.15967	0	651.5	0	1.15967	0	651.5
"Jilin-1 (Lingqiao-B, Lingqiao Video B)"	NR	"Changchun Institute of Optics,China"	Commercial	Earth Observation	LEO	639	663	0.00171	98.04	0.0095000	97.740	95.00	07/10/2015	null	Jiuquan Satellite Launch Center	Long March 2D	651.00000	650.99905	1.11321	0	651	0	1.11321	0	651
"Jilin-1-1 (Optical A, Lingqiao 1)"	NR	"Changchun Institute of Optics,China"	Commercial	Earth Observation	LEO	638	662	0.00171	98.05	0.0400000	97.730	400.00	07/10/2015	null	Jiuquan Satellite Launch Center	Long March 2D	650.00000	649.99905	1.1115	0	650	0	1.1115	0	650
Jugnu	India	"Indian Institute of Technology Kanpur,India"	Civil	Earth Observation	LEO	839	866	0.00187	20	0.0003000	102.000	3.00	12/10/2011	1 yr.	Satish Dhawan Space Centre	PSLV	852.50000	852.49851	1.59417	0	852.5	0	1.59417	0	852.5
Kaidun-1 (Caton-1)	NR (9/17)	"Caton Universal Technology Ltd.,China"	Government	Technology Development	LEO	530	546	0.00116	97.54	0.0002000	95.400	2.00	09/01/2017	null	Jiuquan Satellite Launch Center	Kuaizhou	538.00000	537.99964	0.62408	0	538	0	0.62408	0	538
Kaituo-1A (Xinyan-2)	NR	"China Aerospace Science and Technology Corp. (CASC),China"	Government	Technology Development	LEO	518	536	0.0013	97.46	0.0130000	95.180	130.00	19/09/2015	null	Taiyuan Launch Center	Long March 6	527.00000	526.99955	0.6851	0	527	0	0.6851	0	527
Kalpana-1 (Metsat-1)	India	"Indian Space Research Organization (ISRO),India"	Government	Earth Observation	GEO	35783	35789	0.0000712	0.04	0.1060000	1436.080	1060.00	12/09/2002	5-7 yrs.	Satish Dhawan Space Centre	Polar Satellite Launch Vehicle (PSLV)	35786.00000	35785.99991	2.548	0	35786	0	2.548	0	35786
Kanopus-Bξ(Kanopus Vulcan 1)ξ	Russia	"Scientific Production Corporation (joint stock creation of Russian Space Agency),Russia"	Government	Earth Observation	LEO	501	505	0.000291	97.5	0.0400000	94.700	400.00	22/07/2012	5 yrs.	Baikonur Cosmodrome	Soyuz-Fregat	503.00000	502.99998	0.14637	0	503	0	0.14637	0	503
Kanopus-V-IK-2	NR (10/17)	"Roscosmos State Corporation,Russia"	Government	Earth Observation	LEO	505	508	0.000218	97.4	0.0500000	94.700	500.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	506.50000	506.49999	0.11042	0	506.5	0	0.11042	0	506.5
KazEOSat-1 (Kazcosmos Earth Observation Satellite)	NR	"Kazcosmos,Kazakhstan"	Government	Earth Observation	LEO	751	754	0.000211	98.53	0.0830000	99.870	830.00	30/04/2014	7.25 yrs.	Guiana Space Center	Vega	752.50000	752.49998	0.15878	0	752.5	0	0.15878	0	752.5
KazEOSat-2 (kazcosmos Earth Observation Satellite)	NR	"Kazcosmos,Kazakhstan"	Government	Earth Observation	LEO	612	636	0.00172	97.99	0.0185000	97.190	185.00	19/06/2014	7 yrs.	Dombarovsky Air Base	Dnepr	624.00000	623.99908	1.07328	0	624	0	1.07328	0	624
KazSat-2	Kazakhstan	"JSC KazSat,Kazakhstan"	Commercial	Communications	GEO	35786	35788	0.0000237	0.03	0.1300000	1436.130	1300.00	15/07/2011	12 yrs.	Baikonur Cosmodrome	Proton-M	35787.00000	35786.99999	0.84813	0	35787	0	0.84813	0	35787
KazSat-3	NR	"JSC KazSat,Kazakhstan"	Commercial	Communications	GEO	35784	35789	0.0000593	0.12	0.1300000	1436.080	1300.00	28/04/2014	15 yrs.	Baikonur Cosmodrome	Proton-M	35786.50000	35786.49994	2.12212	0	35786.5	0	2.12212	0	35786.5
Kent Ridge 1	NR	"National University of Singapore,Singapore"	Civil	Earth Observation	LEO	534	551	0.00123	14.98	0.0078000	95.490	78.00	16/12/2015	null	Satish Dhawan Space Centre	PSLV-C29	542.50000	542.49959	0.66728	0	542.5	0	0.66728	0	542.5
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)"	USA	"National Reconnaissance Office (NRO),USA"	Military	Earth Observation	LEO	264	1050	0.0559	97.9	1.8000000	97.000	18000.00	19/10/2005	5+ yrs.	Vandenberg AFB	Titan IV	657.00000	655.97270	36.7263	0	657	0	36.7263	0	657
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)"	USA	"National Reconnaissance Office (NRO),USA"	Military	Earth Observation	LEO	200	1000	0.0574	97.8	1.8000000	97.000	18000.00	20/01/2011	5+ yrs.	Vandenberg AFB	Delta 4 Heavy	600.00000	599.01076	34.44	0	600	0	34.44	0	600
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)"	USA	"National Reconnaissance Office (NRO),USA"	Military	Earth Observation	LEO	257	997	0.0529	97.8	1.8000000	97.250	18000.00	28/08/2013	5+ yrs.	Vandenberg AFB	Delta 4 Heavy	627.00000	626.12208	33.1683	0	627	0	33.1683	0	627
Kirameki 2 (DSN-2)	NR (9/17)	"Ministry of Defense,Japan"	Military	Communications	GEO	35764	35810	0.000546	0.1	0.0050000	1436.100	50.00	24/01/2017	15 yrs.	Tanegashima Space Center	H2A	35787.00000	35786.99467	19.5397	0	35787	0	19.5397	0	35787
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite)	Japan	"Japan Aerospace Exploration Agency (JAXA),Japan"	Government	Technology Development	GEO	35776	35796	0.000237	0.02	0.4850000	1436.100	4850.00	23/02/2008	null	Tanegashima Space Center	H2A	35786.00000	35785.99899	8.48127	0	35786	0	8.48127	0	35786
KJSY-1 (Kongjian Shiyan-1)	NR	"Tsinghua University,China"	Civil	Technology Development	LEO	520	540	0.00145	97.46	0.0001000	95.230	1.00	19/09/2015	null	Taiyuan Launch Center	Long March 6	530.00000	529.99944	0.7685	0	530	0	0.7685	0	530
"KKS-1 (Kouku Kousen Satellite One, Kiseki)"	Japan	"Tokyo Metropolitan College of Industrial Technology,Japan"	Civil	Technology Development	LEO	651	667	0.00114	98.03	0.0003000	97.920	3.00	23/01/2009	1 yr.	Tanegashima Space Center	H-2A	659.00000	658.99957	0.75126	0	659	0	0.75126	0	659
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)"	South Korea	"Korea Aerospace Research Institute (KARI),South Korea"	Government/Commercial	Earth Observation/Technology Development	LEO	676	698	0.00156	98.2	0.0800000	98.500	800.00	28/07/2006	 3 yrs.	Plesetsk Cosmodrome	Rokot	687.00000	686.99916	1.07172	0	687	0	1.07172	0	687
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)"	South Korea	"Korea Aerospace Research Institute (KARI),South Korea"	Government/Commercial	Earth Observation	LEO	679	696	0.0012	98.2	0.0980000	98.500	980.00	17/05/2012	4 yrs.	Tanegashima Space Center	H2A	687.50000	687.49950	0.825	0	687.5	0	0.825	0	687.5
"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)"	South Korea	"Korea Aerospace Research Institute (KARI),South Korea"	Government/Commercial	Earth Observation	LEO	522	540	0.0013	97.5	0.0980000	95.250	980.00	25/03/2015	4 yrs.	Dombarovsky Air Base	Dnepr	531.00000	530.99955	0.6903	0	531	0	0.6903	0	531
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)"	South Korea	"Korea Aerospace Research Institute (KARI),South Korea"	Government/Commercial	Earth Observation	LEO	535	552	0.00123	97.6	0.1400000	95.500	1400.00	22/08/2013	5 yrs.	Dombarovsky Air Base	Dnepr	543.50000	543.49959	0.6685	0	543.5	0	0.6685	0	543.5
Kondor (Cosmos 2487)	Russia	"Ministry of Defense,Russia"	Military	Earth Observation	LEO	497	501	0.000291	74.73	0.1150000	94.600	1150.00	27/06/2013	null	Baikonur Cosmodrome	Strela	499.00000	498.99998	0.14521	0	499	0	0.14521	0	499
Koreasat 5 (Mugungwha 5)	South Korea	"KT Corporation/Korean Agency for Defense Development (ADD),South Korea"	Military/Commercial	Communications	GEO	35780	35792	0.000142	0.02	0.4450000	1436.100	4450.00	22/08/2006	null	Sea Launch Odyssey	Zenit 3SL	35786.00000	35785.99964	5.08158	0	35786	0	5.08158	0	35786
Koreasat 6 (Mugungwha 6)	South Korea	"KT Corporation,South Korea"	Commercial	Communications	GEO	35780	35794	0.000166	0.05	0.2850000	1436.120	2850.00	29/12/2010	15 yrs.	Guiana Space Center	Ariane 5	35787.00000	35786.99951	5.94062	0	35787	0	5.94062	0	35787
Koreasat 7 (Mugungwha 7)	NR (9/17)	"KT Corporation,South Korea"	Commercial	Communications	GEO	35781	35791	0.000119	0	0.3680000	1436.080	3680.00	04/05/2017	15 yrs.	Guiana Space Center	Ariane 5	35786.00000	35785.99975	4.25851	0	35786	0	4.25851	0	35786
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)"	USA	"National Reconnaissance Office (NRO),USA"	Military	Earth Observation	LEO	671	675	0.000284	57	1.4500000	98.200	14500.00	24/10/1997	5 yrs.	Vandenberg AFB	Titan IV	673.00000	672.99997	0.19113	0	673	0	0.19113	0	673
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)"	USA	"National Reconnaissance Office (NRO),USA"	Military	Earth Observation	LEO	574	676	0.00729	68	1.4500000	97.210	14500.00	17/08/2000	9 yrs.	Vandenberg AFB	Titan IV	625.00000	624.98339	4.55625	0	625	0	4.55625	0	625
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)"	USA	"National Reconnaissance Office (NRO),USA"	Military	Earth Observation	LEO	713	716	0.000212	57.01	1.4500000	99.080	14500.00	30/04/2005	9 yrs.	Cape Canaveral	Titan 4B	714.50000	714.49998	0.15147	0	714.5	0	0.15147	0	714.5
Landsat 7 	USA	"National Aeronautics and Space Administration (NASA)/US Geological Survey,USA"	Government	Earth Observation	LEO	702	703	0.0000707	98.2	0.2744000	98.800	2744.00	15/04/1999	15 yrs.	Vandenberg AFB	Delta 2	702.50000	702.50000	0.04967	0	702.5	0	0.04967	0	702.5
Landsat 8	USA	"National Aeronautics and Space Administration (NASA)/US Geological Survey,USA"	Government	Earth Observation	LEO	700	705	0.000353	98.2	0.2780000	98.800	2780.00	11/02/2013	5 yrs.	Vandenberg AFB	Atlas 5	702.50000	702.49996	0.24798	0	702.5	0	0.24798	0	702.5
LaoSat-1	NR	"Laos National Authority for Science and Technology,Laos"	Government	Communications	GEO	35788	35800	0.000142	0.1	0.3800000	1436.100	3800.00	20/11/2015	15 yrs.	Xichang Satellite Launch Center	Long March 3B	35794.00000	35793.99964	5.08278	0	35794	0	5.08278	0	35794
LAPAN A2	NR	"Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Indonesia"	Government	Earth Observation	LEO	631	650	0.00136	6	0.0068000	97.530	68.00	24/09/2015	null	Satish Dhawan Space Centre	PSLV C-30	640.50000	640.49941	0.87108	0	640.5	0	0.87108	0	640.5
LAPAN A3	NR (12/16)	"Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Indonesia"	Government	Earth Observation	LEO	501	517	0.00116	97.5	0.0115000	94.800	115.00	22/06/2016	null	Satish Dhawan Space Centre	PSLV XL	509.00000	508.99966	0.59044	0	509	0	0.59044	0	509
LAPAN-Tubsat (LAPAN A1)	NR	"Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Indonesia"	Government	Earth Observation/Technology Development	LEO	617	637	0.00143	97.7	0.0060000	97.200	60.00	10/01/2007	null	Satish Dhawan Space Centre	PSLV C7	627.00000	626.99936	0.89661	0	627	0	0.89661	0	627
LatinSat A	NR	"Aprize Satellite Argentina,Argentina"	Commercial	Communications	LEO	610	668	0.00414	64.6	0.0100000	97.500	100.00	20/12/2002	null	Baikonur Cosmodrome	Dnepr LV	639.00000	638.99452	2.64546	0	639	0	2.64546	0	639
LatinSat B 	NR	"Aprize Satellite Argentina,Argentina"	Commercial	Communications	LEO	603	717	0.00811	64.6	0.0100000	97.900	100.00	20/12/2002	null	Baikonur Cosmodrome	Dnepr LV	660.00000	659.97829	5.3526	0	660	0	5.3526	0	660
Lemur-1	USA	"Spire Global Inc.,USA"	Commercial	Technology Development	LEO	612	697	0.00605	97.98	0.0004000	97.820	4.00	19/06/2014	null	Dombarovsky Air Base	Dnepr	654.50000	654.48802	3.95972	0	654.5	0	3.95972	0	654.5
Lemur-2 Chris (Lemur-2 F4)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	635	649	0.000998	6	0.0010000	97.570	10.00	28/09/2015	null	Satish Dhawan Space Centre	PSLV C-30	642.00000	641.99968	0.64072	0	642	0	0.64072	0	642
Lemur-2 Jeroen (Lemur-2 F3)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	635	649	0.000998	6.01	0.0010000	97.570	10.00	28/09/2015	null	Satish Dhawan Space Centre	PSLV C-30	642.00000	641.99968	0.64072	0	642	0	0.64072	0	642
Lemur-2 Joel (Lemur-2 F1)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	629	649	0.00143	6	0.0010000	97.490	10.00	28/09/2015	null	Satish Dhawan Space Centre	PSLV C-30	639.00000	638.99935	0.91377	0	639	0	0.91377	0	639
Lemur-2 Peter (Lemur-2 F2)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	634	650	0.00114	6.01	0.0010000	97.560	10.00	28/09/2015	null	Satish Dhawan Space Centre	PSLV C-30	642.00000	641.99958	0.73188	0	642	0	0.73188	0	642
Lemur-2-AndiS (Lemur 2F47)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	586	598	0.000862	97.6	0.0010000	96.500	10.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	592.00000	591.99978	0.5103	0	592	0	0.5103	0	592
Lemur-2-Angela (Lemur 2F31)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	476	490	0.00102	51.64	0.0010000	94.200	10.00	18/04/2017	null	International Space Station - Cygnus	Nanoracks Deployer	483.00000	482.99975	0.49266	0	483	0	0.49266	0	483
Lemur-2-Anubhavthakur (Lemur 2-F16)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	498	507	0.000655	51.6	0.0010000	94.600	10.00	17/10/2016	null	Wallops Island Flight Facility	Antares 230	502.50000	502.49989	0.32914	0	502.5	0	0.32914	0	502.5
Lemur-2-ArtFischer (Lemur 2F43)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	585	601	0.00115	97.6	0.0010000	96.500	10.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	593.00000	592.99961	0.68195	0	593	0	0.68195	0	593
Lemur-2-Austintacious (Lemur2-F20)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	396	408	0.000886	51.6	0.0010000	92.600	10.00	09/12/2016	null	International Space Station - Cygnus	Nanorack Deployer	402.00000	401.99984	0.35617	0	402	0	0.35617	0	402
Lemur-2-Dembitz (Lemur 2F49)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	586	596	0.000718	97.6	0.0010000	96.500	10.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	591.00000	590.99985	0.42434	0	591	0	0.42434	0	591
Lemur-2-Furiaus (Lemur 2F45)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	584	601	0.00122	97.6	0.0010000	96.500	10.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	592.50000	592.49956	0.72285	0	592.5	0	0.72285	0	592.5
Lemur-2-Greenberg (Lemur 2F42)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	585	602	0.00122	97.6	0.0010000	96.500	10.00	14/07/2017	null	Baikonur Cosmodrome	Soyuz 2.1a	593.50000	593.49956	0.72407	0	593.5	0	0.72407	0	593.5
Lemur-2-JennyBarna (Lemur 2F30)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	476	490	0.00102	51.64	0.0010000	94.200	10.00	18/04/2017	null	International Space Station - Cygnus	Nanoracks Deployer	483.00000	482.99975	0.49266	0	483	0	0.49266	0	483
Lemur-2-Jobanputra (Lemur 2-F22)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	496	507	0.0008	97.5	0.0010000	94.600	10.00	15/02/2017	null	Satish Dhawan Space Centre	PSLV-XL	501.50000	501.49984	0.4012	0	501.5	0	0.4012	0	501.5
Lemur-2-KungFoo (Lemur 2F37)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	496	510	0.00102	97.45	0.0010000	94.600	10.00	23/06/2017	null	Satish Dhawan Space Centre	PSLV	503.00000	502.99974	0.51306	0	503	0	0.51306	0	503
Lemur-2-Lisasaurus (Lemur 2F40)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	496	508	0.000873	97.45	0.0010000	94.600	10.00	23/06/2017	null	Satish Dhawan Space Centre	PSLV	502.00000	501.99981	0.43825	0	502	0	0.43825	0	502
Lemur-2-LucyBryce (Lemur 2F36)	NR	"Spire Global Inc.,USA"	Commercial	Earth Observation	LEO	496	511	0.00109	97.45	0.0010000	94.600	10.00	23/06/2017	null	Satish Dhawan Space Centre	PSLV	503.50000	503.49970	0.54882	0	503.5	0	0.54882	0	503.5
